,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,MEX-CHL_highIR,RE_PV_MY,121.39626319282662,0.0,0.0,0.0,0.0
1,MEX-CHL_highIR,RE_WIND_MY,121.39626319282662,0.0,0.0,0.0,0.0
2,MEX-CHL_highIR,PP_CO2_MY,121.39626319282662,0.0,95.44336246136123,95.44336246136123,2331.223754817803
3,MEX-CHL_highIR,EL_Demand_MY,121.39626319282662,0.0,0.0,0.0,0.0
4,MEX-CHL_highIR,RE_PV_MY,121.39626319282662,0.0,0.0,0.0,0.0
5,MEX-CHL_highIR,RE_WIND_MY,121.39626319282662,0.0,0.0,0.0,0.0
6,MEX-CHL_highIR,PP_CO2_MY,121.39626319282662,0.0,23.021263780041892,23.021263780041892,344.56160163289934
7,MEX-CHL_highIR,EL_Demand_MY,121.39626319282662,0.0,0.0,0.0,0.0
8,MEX-CHL_highIR,EL_Transport_MY,121.39626319282662,0.0,2.9316369514235294,2.9316369514235294,0.0
