,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh,HVDC_MEX-USA_annual_forward_GWh,HVDC_USA-MEX_annual_reverse_GWh,HVDC_MEX-USA_annual_total_GWh
0,1,MEX-WECC_lowIR,353009.2949286865,353009.2949286865,143.31047744360907,1261958.0287510653,1261958.0287510653,474.56057866986697,374452.1939849834,374452.1939849834,1441501.1822344584,1441501.1822344584,1.082000000009193,8.615000000009193,15080.453283072433,15080.453283072433,0.0,0.909000000016801,8.1260000000168,6362.445790738669,6362.445790738669,0.0,8.77263398827279,10.925600000008554,59.33200000000855,104690.92118558702,104690.92118558702,0.0,1.5566000000242062,49.9630000000242,74852.23230898251,74852.23230898251,0.0,48.440258933609655,0.0,0.0,0.03150570585688036,0.03150570585737813,0.0,0.0,0.0
1,2,MEX-WECC_lowIR,355323.64390678104,338403.4703874105,144.25002906954816,1248079.041821392,1188646.7064965637,469.34137175597607,379910.9161654542,361819.9201575754,1452222.6914922919,1383069.2299926588,1.3314511312427866,9.94645113125198,17411.14238154943,16582.04036338041,0.0,1.0392225337436918,9.165222533760492,7176.12989551896,6834.409424303772,0.0,8.409664642597543,12.559254021944412,71.89125402195296,126851.64175730145,120811.08738790614,0.0,1.6285220274683851,51.59152202749259,77292.00792534462,73611.43611937582,0.0,45.62620382887057,0.0,0.0,0.030968080961433383,0.03096808096194285,0.0,0.0,0.0
2,3,MEX-WECC_lowIR,366994.03410056053,332874.4073474472,148.98783403573646,1199689.30209509,1088153.5619910113,451.1443617421612,395379.57904738747,358620.9333763151,1431859.7659386252,1298739.0167243765,1.638412305796553,11.584863437048533,20279.163302727557,18393.798914038598,0.0,1.1881006321449166,10.353323165905408,8106.381663418143,7352.727132352056,0.0,8.272261896991417,14.437180712052486,86.32843473400544,152325.9515406788,138164.12838156807,0.0,1.703767180976458,53.29528920846904,79844.51231520927,72421.3263630016,0.0,41.768774477025005,0.0,0.0,0.030193221677710297,0.03019322167823364,0.0,0.0,0.0
3,4,MEX-WECC_lowIR,363221.82463851897,313764.6687299591,147.4564377048503,1173281.1066315165,1013524.3335549218,441.2135334298884,396200.1210200833,342252.56107986893,1430880.0834424584,1236048.0150674514,2.016142253209182,13.601005690257715,23808.395927395813,20566.587562808174,0.0,1.3583068748690206,11.71163004077443,9169.90047445973,7921.3048046299355,0.0,7.797365782608214,16.59590502335981,100.92433975736526,178080.32932050515,153832.48402591955,0.0,1.7824890041459505,53.077778212615,79518.64750342022,68691.19749782547,0.0,38.90413154350568,0.0,0.0,0.02958973596731692,0.0295897359678558,0.0,0.0,0.0
4,5,MEX-WECC_lowIR,368758.0211693631,303378.13661539217,149.703956338084,1178027.3604525477,969166.0248168592,442.9983669255407,406474.23776424583,334407.3613477888,1455002.1798421668,1197033.8941837335,2.480956454484051,15.757962144741764,27584.122107945266,22693.52552316803,0.0,1.552896712952612,12.940526753727042,10132.094508247788,8335.699226760691,0.0,7.539250073029109,19.077413314805007,114.76675307217027,202505.1759691663,166601.50942799865,0.0,1.8648481349899309,49.70762634760493,74469.64343408565,61266.35995009128,0.0,37.201437862595114,0.0,0.0,0.02921475947783323,0.02921475947838164,0.0,0.0,0.0
5,6,MEX-WECC_lowIR,376511.31382143544,295006.4663505122,152.85154504946055,1154022.3781777304,904206.7299924111,433.97126933611366,420723.56842009997,329647.9247071313,1462507.7210146668,1145913.0680771442,3.0529318649243167,18.716894009666085,32763.696542853908,25671.21355155822,0.0,1.7753633186385136,14.621890072365556,11448.55807819018,8970.24482259586,0.0,7.33120569527658,21.92996996979649,133.59872304196676,235734.06230161793,184703.80614122355,0.0,1.9510126337304303,48.56063898133536,72751.28054964246,57002.53195473271,0.0,34.7079753307587,0.0,0.0,0.0284903038442966,0.028490303844851867,0.0,0.0,0.0
6,7,MEX-WECC_lowIR,377025.8003628672,281342.45716001885,153.0604101217124,1107839.9192785881,826687.2047743609,416.6043094846323,429195.7010480417,320272.4402922998,1449077.4755909585,1081323.9232053098,3.7567741082355828,22.391668117901666,39196.344165028226,29248.915507812293,0.0,2.029700292926818,16.569590365292374,12973.556543650073,9681.067642007552,0.0,6.991641402883626,25.209056119936854,154.2755791619036,272218.2380317083,203133.44046455505,0.0,2.0411583257398083,46.06959730707517,69019.31829571472,51503.27797762639,0.0,31.732388355263836,0.0,0.0,0.027628517571719993,0.02762851757228714,0.0,0.0,0.0
7,8,MEX-WECC_lowIR,377282.44236060197,268127.58797157346,153.16459856024892,1092158.5462533142,776176.688364285,410.70731347710534,436285.8940402417,310060.23949352815,1458769.6969363752,1036720.3885722571,4.622884599049156,25.80055271695082,45163.55541787686,32096.895637782174,0.0,2.3204733565548157,17.67606372184719,13839.8962864463,9835.755901714583,0.0,6.663238688681574,28.97844873172906,174.37842789363268,307689.5815255888,218669.24106578587,0.0,2.13546916032559,39.32946646740076,58921.56917328411,41874.45915342351,0.0,29.793542182863096,0.0,0.0,0.027069576225731723,0.02706957622631017,0.0,0.0,0.0
8,9,MEX-WECC_lowIR,374062.29279750644,253180.08361605217,151.85732088241812,1014341.8970252188,686546.5224615172,381.44428471823085,444323.0794083416,300735.3496013636,1436060.3356950835,971982.1614465624,5.688673686625507,31.18222640357633,54584.110103403225,36944.674259291045,0.0,2.652902311362462,20.02196603320965,15676.676533355154,10610.59174356619,0.0,6.2917782579425126,33.31146104408364,207.43268893771634,366013.6062982829,247732.41578074882,0.0,2.2341375860924466,41.30640405349321,61883.324701464546,41885.07001115335,0.0,26.353088264685354,0.0,0.0,0.025565731802875472,0.025649734712732002,0.0,0.0,0.0
9,10,MEX-WECC_lowIR,381841.1600870227,246138.21637104207,155.01529207820835,970136.2761397816,625358.4935460342,364.82071677864093,465597.93798560835,300128.5821981441,1448915.2188255417,933983.6688986048,7.00017653902787,37.735402942604196,66055.36636021466,42579.8781198275,0.0,3.032954743371858,22.60792077658151,17701.411565594008,11410.487724822733,0.0,6.116780815036764,38.292368482667264,244.1320574203836,430769.3990134987,277677.7954378832,0.0,2.3373649436506128,42.05076899714382,62998.49748301831,40609.393185878056,0.0,24.004385774764508,0.0,0.0,0.02421755092728442,0.024407153047085264,0.0,0.0,0.0
