,year,location,fossil_gen,curtailment
0,1,MEX,353009.2949286865,1.7514219507575035e-05
1,2,MEX,355323.64390678104,1.8395250663161278e-05
2,3,MEX,366994.03410056053,1.931877341121435e-05
3,4,MEX,363221.82463851897,2.0291190594434738e-05
4,5,MEX,368758.0211693631,2.131034852936864e-05
5,6,MEX,376511.31382143544,2.2379565052688122e-05
6,7,MEX,377025.8003628672,2.350378781557083e-05
7,8,MEX,377282.44236060197,2.4683424271643162e-05
8,9,MEX,374062.29279750644,2.5923189241439104e-05
9,10,MEX,381841.1600870227,2.7223024517297745e-05
10,11,MEX,737106.9230239653,369792.2522720619
11,12,MEX,692077.492296317,329227.2035021583
12,13,MEX,651660.4311726594,308497.19228348555
13,14,MEX,621667.0241822773,291061.099051503
14,15,MEX,599188.765211713,300813.228904284
15,16,MEX,586785.1909848505,311156.7947920455
16,17,MEX,571429.2038744028,347180.42484359874
17,18,MEX,558238.5094533897,395483.1970574579
18,19,MEX,545894.2562536913,461714.1323286529
19,20,MEX,530795.9675470049,532309.9219098669
20,21,MEX,524809.6114607397,639513.9956091854
21,22,MEX,515637.1399451663,787305.7333962093
22,23,MEX,509223.9039720574,954474.3812546803
23,24,MEX,500519.7695474591,1169968.7282540044
24,25,MEX,493744.47166993003,1433076.3811178855
25,26,MEX,486849.06750177627,1778523.0487017292
26,27,MEX,483084.97999390704,2178916.7863123766
27,28,MEX,477746.71634696814,2704826.4791271314
28,29,MEX,471214.63258409465,3330989.881488715
29,30,MEX,466087.01420153555,4114880.595000035
30,1,USA,1261958.0287510653,1.117633655667305e-05
31,2,USA,1248079.041821392,1.1746305972337723e-05
32,3,USA,1199689.30209509,1.2352829799056053e-05
33,4,USA,1173281.1066315165,1.2983335182070732e-05
34,5,USA,1178027.3604525477,1.3632932677865028e-05
35,6,USA,1154022.3781777304,1.4323974028229713e-05
36,7,USA,1107839.9192785881,1.5052733942866325e-05
37,8,USA,1092158.5462533142,1.5811994671821594e-05
38,9,USA,1014341.8970252188,6178.492329882691
39,10,USA,970136.2761397816,14988.953810756793
40,11,USA,566593.1727018642,0.0
41,12,USA,554086.8116775302,0.0
42,13,USA,538847.8187547834,0.0
43,14,USA,521011.4676940273,0.0
44,15,USA,514290.39465343126,89349.31190644996
45,16,USA,519833.95097364904,221448.82410426065
46,17,USA,521091.41637617676,368744.42340630223
47,18,USA,509704.1817124937,576175.9737379628
48,19,USA,500076.969812091,795536.295903244
49,20,USA,486711.1750722069,1081406.3416677332
50,21,USA,485998.814100696,1368070.4840580006
51,22,USA,481996.1069297177,1695453.1443732448
52,23,USA,472423.40178024274,2070858.0155077542
53,24,USA,461409.1118023941,2520410.928661679
54,25,USA,442857.73360176553,3004629.211042213
55,26,USA,433916.1718118902,3536259.793057736
56,27,USA,425236.2809124142,4105906.121480065
57,28,USA,414371.45295343664,4732561.563444111
58,29,USA,395675.1420031352,5430787.855731146
59,30,USA,374993.5454385427,6178971.634585753
