RE_PV_Openfield_Lim_[US],RE_WIND_Onshore_Lim_[US],BESSch_[US],BESSdisch_[US],PP_CO2_[US],PP_CO2_Existing_[US],EL_Demand_[US],RE_PV_Openfield_Lim_[CL],RE_WIND_Onshore_Lim_[CL],BESSch_[CL],BESSdisch_[CL],PP_CO2_[CL],PP_CO2_Existing_[CL],EL_Demand_[CL]
24.124826902189803,7.477160256320348,0.00011541246874605757,0.0026586178641363084,35.62392387701101,1.5165700807796419e-05,83.125,3.111069998551206e-10,11.228170593721215,0.00029760937415914795,0.00013231565987195995,5.788048386463002e-06,4.719567108556464e-06,7.992
39.26197319375987,4.0056215658859005,0.00011815219280307693,0.0025229104509850355,12.806038074098097,1.5107243432925566e-05,79.077,2.1745303215313703e-10,10.644367544060222,0.00029317389280389107,0.00013340527767560415,5.789024113193354e-06,4.720321626407927e-06,7.948
47.709041436823526,3.2935110652839623,0.002058815821499106,0.00034225170610231454,6.829350817672916e-06,4.728267646604177e-06,76.863,0.0,10.420003705575855,0.000290644871547891,0.00013404201427330456,5.789119071557238e-06,4.720393933986476e-06,7.752
50.34452672865939,9.791519383276645,0.0020146215034929082,0.0003861710212009926,6.787371842526582e-06,4.710717020197747e-06,75.34,0.0,10.340417575742723,0.0002892000252500529,0.00013440658865291463,5.78881078833478e-06,4.720155325723087e-06,7.523
46.56024015576687,15.755444825817873,0.002015583365796223,0.0003861088583804493,6.786434875020913e-06,4.710320433421891e-06,74.411,0.0,10.174937988830258,0.0002882318884076239,0.00013465776055277435,5.788757334068997e-06,4.7201154488978575e-06,7.308
36.22102862625696,16.28952770126933,0.0020790921292475196,0.00033522118798000794,6.822222712462119e-06,4.725302121775179e-06,74.378,0.0,10.058072977865502,0.0002876289343522267,0.00013481540288279957,5.7886829839255495e-06,4.7200592778829805e-06,7.136
23.31390835085569,15.933472450968358,0.0001326918447838978,0.0007905903000403428,17.751329943000098,1.529303265184377e-05,75.423,0.0,10.019728453761921,0.0002873630629242164,0.00013487998563680687,5.78833551835074e-06,4.719791604386866e-06,6.89
6.487348410672888,18.959942078526595,0.00015138833621111968,0.00042528566087604233,41.86580283956231,1.5805602811175128e-05,77.547,0.0,9.932686585324458,0.00028721821896270084,0.00013491447375895866,5.78810253898236e-06,4.719613459576272e-06,6.627
0.0,28.39540621150227,0.00017078448117900183,0.00032146830307788516,41.68036907799527,1.5887722295344777e-05,80.059,6.787199158242536e-17,9.817947405114527,0.00028697821648315466,0.000134981918267348,5.788400809642614e-06,4.71984648308078e-06,6.66
0.0,33.64722115344156,0.00019243191765316332,0.000262785263519587,35.25023403155868,1.582617455331761e-05,80.727,1.7385714136483543e-11,9.620852175784252,0.00028658967502334485,0.0001351012158198486,5.789243747600017e-06,4.7204999426585935e-06,6.898
0.0,37.741856531902705,0.00021767744262626355,0.00022674570212500265,29.617093758612484,1.5761445503762977e-05,80.628,1.7219951971675732e-10,9.20942181472406,0.00028590473975282607,0.00013533531408340318,5.7908046583063e-06,4.721702623124643e-06,7.196
0.0,40.946353784611425,0.0002498010010453686,0.00020062957936104738,24.681037755187337,1.5733367693401148e-05,80.023,2.5651104572862248e-09,9.191597830872006,0.00028583723247838777,0.00013535966672506694,5.790483473732704e-06,4.721451912387412e-06,7.472
0.0,39.700160408558034,0.00028449332650381495,0.00018095166735871652,28.311413438903603,1.5831499890846312e-05,81.969,9.859504317113604e-09,9.424076733400549,0.00028651665514297265,0.00013512576887644406,5.7879314349163105e-06,4.719480707341808e-06,7.621
0.0,32.49004158996341,0.00033867710548805835,0.00016312507783205834,33.237490325495266,1.6092751756640575e-05,77.15,1.959193736725505e-08,9.53756046768023,0.0002869856048741002,0.00013498194134499558,5.7857432540851835e-06,4.717775906641819e-06,7.801
0.0,23.410632707288705,0.00043992779437939034,0.00014612129902084425,43.8720955478151,1.7254498503700617e-05,75.513,2.8037634991418155e-08,9.625837278061367,0.0002872536267717991,0.0001349069567685064,5.784118684540848e-06,4.716499992822345e-06,7.807
0.0,17.17966582702175,0.0007966773673385236,0.00012817365716171183,51.42607667289427,2.0170853735532127e-05,74.645,3.383036379650842e-08,9.701395973467381,0.0002874041237596339,0.00013486754390293823,5.78300700139453e-06,4.715621558238955e-06,7.605
0.0,14.598265262339726,8.987106903133687e-05,0.0010990644231155776,53.69530938861875,1.9640847298059465,75.391,3.6166288195974704e-08,9.895172378622151,0.0002874577820768151,0.00013485435449700885,5.782424708701859e-06,4.7151580596516095e-06,7.549
0.0,14.509251449764484,9.490691879387628e-05,0.0006470867704827383,53.69530957235193,5.103838959805961,78.41,3.4485664564407885e-08,10.096591315580044,0.00028744498162141456,0.0001348580350087494,5.782347243445574e-06,4.71509343153903e-06,7.535
0.0,16.022486263543602,9.720780247170732e-05,0.0005433183459605445,53.69530968913233,10.120694195468708,85.472,3.314408415479247e-08,10.346166968822143,0.0002875370694839052,0.00013483217894356446,5.7823298548873625e-06,4.715078404847102e-06,7.619
0.0,17.802762515048446,9.818534007148762e-05,0.0005086761877094639,53.69530975269869,14.1385546282734,91.896,3.0547414876834844e-08,10.450280193127405,0.0002876747191169782,0.00013479350596715196,5.782622105466416e-06,4.7153106023433e-06,7.623
0.0,16.467555326419813,9.801688568552182e-05,0.0005100175981473928,53.695309793169436,17.015183794422434,92.968,2.312853771459239e-08,10.451620476653476,0.0002876526240007475,0.00013479502834601358,5.783811970155315e-06,4.716250259451139e-06,7.759
0.0,12.372919947958671,9.643211692422329e-05,0.0005518998621976098,53.69530983150471,21.71234210829533,92.131,1.3662916636823984e-08,10.35801864928202,0.00028728161488969083,0.00013489046901233174,5.786307775393511e-06,4.718207750464036e-06,8.271
0.0,8.634339819798496,9.336478101467582e-05,0.0006744442105615023,53.69530984777292,27.846185469199924,93.212,4.203249532951307e-09,9.26052508555597,0.0002856205306138957,0.000135430870206009,5.792190694915098e-06,4.722760366858342e-06,8.369
3.176097659391935,6.765049755718409,8.859326252525163e-05,0.0011362630105899451,53.69530972594798,18.70037026257043,86.463,1.3161637282798194e-09,8.472217719232578,0.00028446193645015783,0.0001358899765722189,5.796244530405774e-06,4.725856937363644e-06,8.023
22.90844907518864,45.397044413373536,0.0020070074916192253,0.00039128593578162147,6.7885783344878606e-06,4.711306351457175e-06,82.37,5.884490634100086e-10,10.20329669525222,0.0002863601877401862,0.0001351586722618218,5.791944468718062e-06,4.722579398748484e-06,8.654
37.84286572892518,51.449983668490006,0.0018332969047719502,0.0005101886784107446,6.781557215231667e-06,4.7081006685052655e-06,78.093,1.7054410528791768e-10,9.931317709083164,0.0002864846707513026,0.00013511709043657823,5.7920196691323225e-06,4.722650018790563e-06,8.179
46.28993397198884,54.56546710862349,0.0017386019221776682,0.0005746006138672852,6.780955022663848e-06,4.707796207038666e-06,75.732,0.0,9.895781478700387,0.00028674311475067945,0.00013503579058187537,5.791775911782697e-06,4.722470594925263e-06,7.931
49.46603163138077,50.292804105011854,0.0017084400039084884,0.0005953684646790348,6.7809251349048875e-06,4.707781457669347e-06,74.404,0.0,9.913443311759531,0.0002871583133091007,0.0001349122278446083,5.79135406839666e-06,4.722153451333843e-06,7.68
47.709041436823526,50.20379029243661,0.001737951932468762,0.0005748388708261814,6.780959678999113e-06,4.707799959424219e-06,74.011,0.0,9.869517000558528,0.00028744298906406774,0.00013483306221916236,5.791619504650578e-06,4.722364215750631e-06,7.642
40.81623375048358,52.162094169091944,0.001832271538960289,0.0005105304720137046,6.781174183445358e-06,4.707908219647718e-06,74.994,0.0,9.919630248625849,0.00028798184815507924,0.0001346868543607432,5.791876128401619e-06,4.722568382513893e-06,7.68
28.246996204804866,51.449983668490006,0.0020087122119465976,0.00039058622185157834,6.782516113398109e-06,4.708542394381584e-06,78.095,0.0,9.89202642750776,0.00028856411529730084,0.00013453757738159295,5.792907671112042e-06,4.723369313277221e-06,7.902
9.731022616009332,44.32887866247063,0.00013229874007039013,0.000853662174190455,8.365800305951705,1.5171474064879172e-05,83.363,0.0,9.813843033710267,0.000289501296064188,0.00013430874507729584,5.794399322333972e-06,4.72452359317285e-06,8.14
0.0,46.46521016427644,0.0001486289191343045,0.0004566557403309695,26.21754774508008,1.5325415484806106e-05,89.019,0.0,9.700153883344905,0.0002903815720063108,0.0001341246124983469,5.7976033699191875e-06,4.726969575976457e-06,8.772
0.0,50.82688698046331,0.0001656740410838352,0.0003445309227339086,21.923547271701374,1.5318169267413882e-05,90.62,2.8721440340367806e-11,9.477268212993572,0.00029180257873942116,0.00013386681847072344,5.801788708531291e-06,4.7301278206914935e-06,9.244
0.0,54.387439483473,0.00018298333342904228,0.0002877577040523224,15.968271533137052,1.5293881901344982e-05,89.477,3.2175572907103645e-10,7.770718964985618,0.0002602341119877789,0.0001511244308475829,5.847503377887088e-06,4.761876900169421e-06,9.572
0.0,55.72264667210163,0.0002009030227954285,0.0002532390280436705,12.090692426505795,1.527995503423444e-05,87.404,1.8649347150497803e-09,7.914263612792868,0.00027480804326556434,0.0001414824871944011,5.831287506829782e-06,4.7510216201697e-06,9.785
0.0,54.12039804574727,0.00021864083654924912,0.0002292851217903506,11.639290218831144,1.528532219031658e-05,84.787,7.2292643381487315e-09,8.121382469908445,0.00028617974213729515,0.0001356402124925475,5.810822204881098e-06,4.736746809714043e-06,9.941
0.0,50.20379029243661,0.00023630385799284156,0.00021103099457591155,14.787908809810382,1.5314972856020206e-05,82.642,1.5283171718609505e-08,8.574198717044082,0.0002895049035396446,0.00013438337122232498,5.798435851777279e-06,4.727609084458764e-06,10.017
0.0,43.08268528641724,0.00025485442712489047,0.0001964018379874842,22.643638291885605,1.5411246251510162e-05,80.873,2.3550315790673155e-08,9.185881357037086,0.0002898369348491885,0.000134246474871224,5.791579223738278e-06,4.7223598495924625e-06,10.152
0.0,37.91988415705319,0.0002814893254643054,0.00018223819147702945,29.049583751231342,1.5579285154932705e-05,80.301,2.9386924114223868e-08,9.817941197485565,0.0002894407053438704,0.00013433650865576183,5.787683753927393e-06,4.719318708428619e-06,10.193
0.0,33.024124465414864,0.00032001528216570214,0.00016856773836158894,35.938614321623724,1.593767206910707e-05,80.573,3.400234369791096e-08,10.359759230821211,0.0002891331865810403,0.00013441473196393417,5.785185489076541e-06,4.717350286922571e-06,10.068
