RE_PV_Openfield_Lim_[US],RE_WIND_Onshore_Lim_[US],BESSch_[US],BESSdisch_[US],PP_CO2_[US],PP_CO2_Existing_[US],EL_Demand_[US],RE_PV_Openfield_Lim_[CL],RE_WIND_Onshore_Lim_[CL],BESSch_[CL],BESSdisch_[CL],PP_CO2_[CL],PP_CO2_Existing_[CL],EL_Demand_[CL]
45.92143974114509,14.874051436093934,13.35693816240344,30.2345319784028,4.385871376259534e-06,4.761376400920921e-06,83.125,5.074645005191836e-10,13.27362211240106,0.0008279475837136049,0.00038829316658194263,7.009606316579654e-06,4.767175578177777e-06,7.992
74.73489212774594,7.968241840764607,22.7007900259388,14.267463937153119,4.384323139546496e-06,4.759568647141493e-06,79.077,3.5470013339257037e-10,12.58346684582534,0.0008265085244510872,0.00038869892002452806,7.010650678939302e-06,4.767726911890536e-06,7.948
90.81382761134016,6.551665513517565,27.70308086529141,11.518142084274409,4.383817481646254e-06,4.758876245957286e-06,76.863,0.0,12.318230333530574,0.0008260819962584256,0.0003888293588453419,7.010805054579927e-06,4.767804482991334e-06,7.752
95.83045548222157,19.477924499646818,30.465835957347217,10.248105602210368,4.383689882706226e-06,4.758540814691608e-06,75.34,0.0,12.22414588727321,0.0008261041653733128,0.00038882540752287003,7.010551933986469e-06,4.767666041802368e-06,7.523
88.62709238557134,31.341751240340788,32.357543308980105,9.373292457886308,4.3837627424155866e-06,4.758561046534157e-06,74.411,0.0,12.028520652898825,0.0008259819973866816,0.00038886485127774236,7.01055451870888e-06,4.767665404725079e-06,7.308
68.94647535365203,32.404183485776066,33.58383034055399,8.738769788360882,4.3842199747606815e-06,4.7592263686237416e-06,74.378,0.0,11.890366179669211,0.0008259215661639637,0.0003888852950598749,7.010525799333545e-06,4.767649058587899e-06,7.136
44.37786193472005,31.69589532215255,25.01729298840132,11.874561402774356,4.387320346035382e-06,4.762764559680351e-06,75.423,0.0,11.845036380056495,0.0008261310440490128,0.0003888232377086575,7.010218549101756e-06,4.767483426020233e-06,6.89
12.348622451400363,37.71634471295247,0.0016753061490395837,17.692460832452515,5.808134746969029e-06,6.503909627946898e-06,77.547,0.0,11.742137972880325,0.0008263088160106993,0.00038877121999347856,7.010027176010215e-06,4.767380074573274e-06,6.627
0.0,56.48598104897577,0.001676272445406758,13.940202519945633,5.816322367781131e-06,6.5132775444613295e-06,80.059,1.1070990470692497e-16,11.606496595963149,0.0008261050547717605,0.00038883318974896984,7.010351939970828e-06,4.767555988486108e-06,6.66
0.0,66.9332314624227,0.0016996263907207234,2.0164841054421823,5.742246900188072e-06,6.417387467746595e-06,80.727,2.8358837134968166e-11,11.373496253436286,0.0008254651974720122,0.0003890329775286688,7.011215937434856e-06,4.768021919062262e-06,6.898
0.0,75.07854534409319,7.721181872455593,0.0017230361057543823,5.588894608134713e-06,6.2234382076185075e-06,80.628,2.808845294493597e-10,10.887115048884974,0.0008241065968965569,0.0003894900892266287,7.012801611713931e-06,4.768872212025805e-06,7.196
0.0,81.45313881670488,15.827382598967356,0.0017137959673489012,5.580736484607952e-06,6.2123468949972626e-06,80.023,4.184099032131962e-09,10.866044045001047,0.0008240246649819466,0.00038952489935855283,7.01252259539005e-06,4.7687210138140474e-06,7.472
0.0,78.97413024402255,10.964249723328921,0.0017167511355737053,5.602968844461057e-06,6.239817244599566e-06,81.969,1.6082403918847207e-08,11.140873953890674,0.0008255087567196585,0.00038903484962342903,7.010053524450226e-06,4.7673904257502575e-06,7.621
0.0,64.63129493064626,0.0001067478199601905,0.6899890390983676,3.846260807504552e-05,0.4234009919289745,77.15,3.195753459390885e-08,11.275031178539093,0.0008265681957203223,0.00038871912632556794,7.0078879436543756e-06,4.766211585823105e-06,7.801
0.0,46.56994675824648,9.770904587656094e-05,2.9793462389311967,4.5313828813907084e-05,17.807689276864032,75.513,4.5733797192879245e-08,11.379389498757574,0.0008272021639226163,0.0003885451243578174,7.006243166349752e-06,4.765307698296128e-06,7.807
0.0,34.17490389483487,9.634426870264623e-05,3.976837762315814,4.959116312137442e-05,30.552815131367282,74.645,5.51826499383564e-08,11.46871282723339,0.0008275700164621047,0.00038844988555497963,7.0050989193032506e-06,4.7646742733075175e-06,7.605
0.0,29.039814708564347,9.577072983632069e-05,4.760681667879496,5.0382357141715784e-05,36.5772072080848,75.391,5.8992910424869915e-08,11.69778975074952,0.0008277101419551874,0.00038841553413561104,7.004480404937187e-06,4.764333390881095e-06,7.549
0.0,28.862742667658466,9.558916835183694e-05,5.028665096509362,5.062293242285598e-05,39.54328986755546,78.41,5.625154866781861e-08,11.935901456761153,0.0008276814504247928,0.00038842391551657584,7.00438118799343e-06,4.7642818412726565e-06,7.535
0.0,31.87296736305843,9.537499068966676e-05,5.874152559090288,5.0793365986233784e-05,42.23870120071956,85.472,5.406321978807997e-08,12.230942655319692,0.0008278794700352918,0.00038836860991301565,7.004331128618158e-06,4.76426053382604e-06,7.619
0.0,35.414408181176036,9.526920135158714e-05,6.496449096156541,5.08932268985037e-05,43.888623046321406,91.896,4.982764335050086e-08,12.354022331104499,0.0008281562132724045,0.0003882903914687792,7.004603840887224e-06,4.764415730932929e-06,7.623
0.0,32.75832756758783,9.50337517436159e-05,8.669180121314097,5.093165612158213e-05,45.967714126901036,92.968,3.772628659766733e-08,12.355606775952397,0.0008280525603037154,0.0003883076884407845,7.0057906782389575e-06,4.76507306460973e-06,7.759
0.0,24.613013685917345,9.476762943708136e-05,15.412922876503393,5.090666727508429e-05,48.14044397163636,92.131,2.2286368259055445e-08,12.244953372961382,0.0008271924753503916,0.00038852780672531893,7.008253591822625e-06,4.766422169458493e-06,8.271
0.0,17.175987967870377,9.465340130960472e-05,24.71739974520377,5.0868037992324945e-05,48.90099046483405,93.212,6.856161789319891e-09,10.947527873936796,0.0008236355643807533,0.0003896543784090317,7.014001444203596e-06,4.7695117009461615e-06,8.369
6.045679741831427,13.457475108846891,9.481528181917422e-05,16.708478827402015,5.07621462191508e-05,46.54396905851422,86.463,2.1468702706272194e-09,10.015613453715025,0.0008212908431512674,0.00039054234783125665,7.017798697800128e-06,4.771534007357033e-06,8.023
43.606073031507535,90.30674086199888,36.112952734867626,7.604810409621311,4.384218487919205e-06,4.758904900204034e-06,82.37,9.598530736479872e-10,12.062045504476352,0.0008252775283238393,0.0003890718465243558,7.0134570774021635e-06,4.769234962298639e-06,8.654
72.03363096650212,102.34763964359873,32.456778050892936,9.37207039748599,4.384324594917009e-06,4.75860455066919e-06,78.093,2.78184287871142e-10,11.740519726542338,0.0008253850458415123,0.0003890316225940802,7.013579632222775e-06,4.7693017928140765e-06,8.179
88.11256645009634,108.54516107530453,29.99240315992824,10.54696533000427,4.3846226116555394e-06,4.758703945331687e-06,75.732,0.0,11.698509811439697,0.0008257556530019258,0.0003889114221286297,7.013349523470826e-06,4.769179975231765e-06,7.931
94.15824619192776,100.04570311182228,28.522317271375382,11.26944245079374,4.38458410286425e-06,4.7586768708051345e-06,74.404,0.0,11.719389125294304,0.0008263646369635828,0.0003887245558270619,7.012939964144231e-06,4.768962532679158e-06,7.68
90.81382761134016,99.8686310709164,27.960949883027208,11.55403616249231,4.3845213648654094e-06,4.758645688946752e-06,74.011,0.0,11.667460696632926,0.0008265736803755505,0.0003886600763808254,7.013171497139326e-06,4.769088794680255e-06,7.642
77.69341625672728,103.76421597084577,28.021239737048564,11.51797795101609,4.384377019750957e-06,4.758586929619325e-06,74.994,0.0,11.726703145090433,0.0008270853554822966,0.0003885097214285615,7.013365877087749e-06,4.7691968038596075e-06,7.68
53.76796025713907,102.34763964359873,28.332421579332845,11.338777484880186,4.384066145172182e-06,4.75849970591613e-06,78.095,0.0,11.694070697326886,0.0008273267912004531,0.00038843742179796276,7.0142771046420695e-06,4.7696893267501085e-06,7.902
18.522933677100543,88.18187637112833,24.99229709566001,12.997758051159803,4.38409621390839e-06,4.759000466851638e-06,83.363,0.0,11.601644525487878,0.0008276931331659557,0.0003883325292746862,7.015594684974525e-06,4.770399013714062e-06,8.14
0.0,92.43160535286944,19.604094628751977,16.894783905848872,4.38476625683899e-06,4.759862923301775e-06,89.019,0.0,11.467244463818558,0.0008271784226292675,0.000388480699466912,7.018339895733101e-06,4.771863054917493e-06,8.772
0.0,101.10813535725757,22.748787050708803,14.26735816745921,4.384633100009136e-06,4.7596460040869206e-06,90.62,4.684919138207678e-11,11.203755399610078,0.0008264941341198414,0.00038870910823630365,7.021737231356621e-06,4.7736586623092855e-06,9.244
0.0,108.19101699349278,25.88879240858376,12.397614865555939,4.384523244954082e-06,4.759452028749595e-06,89.477,5.24834254511332e-10,9.186321691671333,0.0008100847606209524,0.0003961648927982514,7.038556190154262e-06,4.782243782036603e-06,9.572
0.0,110.84709760708098,28.027918220283212,11.306325675857703,4.384550605452868e-06,4.759445776397403e-06,87.404,3.042002153967433e-09,9.35601606844867,0.0008128281910219742,0.000394608456461911,7.036433951037711e-06,4.7811909335166445e-06,9.785
0.0,107.65980087077513,29.51821215697192,10.556347072069753,4.3847979751116846e-06,4.7597295386381704e-06,84.787,1.17920683822229e-08,9.600866057033802,0.0008197647430097137,0.0003911977307704658,7.028579180577322e-06,4.7772136579469605e-06,9.941
0.0,99.8686310709164,30.02244237909842,10.196976478925807,4.385533422711482e-06,4.760574774971044e-06,82.642,2.4929259406393366e-08,10.13617247232777,0.0008258538311411527,0.0003889164850979375,7.019582426239543e-06,4.7725264795835266e-06,10.017
0.0,85.702867798446,25.203593439382022,11.906586052502144,4.387878618286528e-06,4.763178895566669e-06,80.873,3.8414273048656676e-08,10.859286193143811,0.000828466287263641,0.0003881581744403097,7.0133794278649245e-06,4.769213129657848e-06,10.152
0.0,75.43268942590494,19.01478794866342,13.10701805206798,4.394661962915703e-06,4.770455779200521e-06,80.301,4.793470019756713e-08,11.606489257481748,0.0008291487044956022,0.0003879937240468487,7.009588921578428e-06,4.767159158332059e-06,10.193
0.0,65.69372717608154,0.00010312134880008181,2.0752723131557858,3.920592050630857e-05,1.2455439651586162,80.573,5.5463176235756396e-08,12.24701103867052,0.0008294105624290857,0.00038794254543589643,7.007087051791656e-06,4.765795312228626e-06,10.068
0.0,60.02742186709338,9.847112237924525e-05,3.439892243229354,4.111497888985107e-05,8.230774838563542,82.221,5.808260138369906e-08,12.957909968384048,0.0008296649146702083,0.0003878896923266821,7.005479484918609e-06,4.76492173752476e-06,9.837
0.0,57.72548533531693,9.718068986325199e-05,4.401703363136091,4.260081010268377e-05,15.206776335052766,87.426,5.682253995178747e-08,13.699094366082212,0.0008301802166521456,0.0003877679217372946,7.004534537540942e-06,4.764417213882343e-06,9.635
0.0,56.48598104897577,9.655983827365536e-05,5.674490382956388,4.3514906677713055e-05,19.811375932951066,91.813,5.2551705559841055e-08,14.060083383694566,0.0008310573409665256,0.00038755443302625686,7.004325351629661e-06,4.764311772521163e-06,9.333
0.0,54.71526063991697,9.638686603915221e-05,5.945097326443296,4.3922255430313054e-05,21.779202920794177,91.961,4.26217111688297e-08,14.189830625777558,0.0008322707552361742,0.00038725471627243705,7.005101515400855e-06,4.7647446175333e-06,9.277
0.0,50.8196757399876,9.612072057937904e-05,7.047499831864988,4.423567977480077e-05,23.74543252695929,90.418,2.5683159654387533e-08,14.07422508211035,0.0008334363135987929,0.0003869447259228796,7.007604879582352e-06,4.7661151108963565e-06,9.614
0.0,47.101162880964125,9.592990555130299e-05,8.178907963108383,4.44250549725815e-05,25.06701492622311,88.467,8.188388977570409e-09,13.24978494578548,0.0008342642059558555,0.0003866833745429789,7.012531210009178e-06,4.768770822864637e-06,9.529
