,scenario,asset_name,total_system_cost_BUSD,total_capex_BUSD,total_opex_BUSD,total_cost_BUSD,total_emissions_MtCO2e
0,CHL-WECC_zero_cost_HVDC_ppMexCost,RE_PV_MY,1167.5389149407038,0.0,0.0,0.0,0.0
1,CHL-WECC_zero_cost_HVDC_ppMexCost,RE_WIND_MY,1167.5389149407038,0.0,0.0,0.0,0.0
2,CHL-WECC_zero_cost_HVDC_ppMexCost,PP_CO2_MY,1167.5389149407038,0.0,59.13866524415318,59.13866524415318,367.76153286822847
3,CHL-WECC_zero_cost_HVDC_ppMexCost,EL_Demand_MY,1167.5389149407038,0.0,0.0,0.0,0.0
4,CHL-WECC_zero_cost_HVDC_ppMexCost,CO2_Budget_MY,1167.5389149407038,0.0,0.0,0.0,0.0
5,CHL-WECC_zero_cost_HVDC_ppMexCost,RE_PV_MY,1167.5389149407038,0.0,0.0,0.0,0.0
6,CHL-WECC_zero_cost_HVDC_ppMexCost,RE_WIND_MY,1167.5389149407038,0.0,0.0,0.0,0.0
7,CHL-WECC_zero_cost_HVDC_ppMexCost,PP_CO2_MY,1167.5389149407038,0.0,1106.314747900059,1106.314747900059,74506.84809396157
8,CHL-WECC_zero_cost_HVDC_ppMexCost,EL_Demand_MY,1167.5389149407038,0.0,0.0,0.0,0.0
9,CHL-WECC_zero_cost_HVDC_ppMexCost,EL_Transport_MY,1167.5389149407038,0.0,2.0855017964914815,2.0855017964914815,0.0
