,year,location,fossil_gen,curtailment
0,1,MEX,353009.294922232,1.1043506674468517e-05
1,2,MEX,354785.02187002014,1.1598458513617516e-05
2,3,MEX,365032.33563867793,1.2180185876786709e-05
3,4,MEX,358429.650351909,1.2792181223630905e-05
4,5,MEX,358943.15524237,1.343386247754097e-05
5,6,MEX,358310.52064179856,1.4107441529631615e-05
6,7,MEX,345336.4109215356,1.4815363101661205e-05
7,8,MEX,324620.76319772936,193.65519379550824
8,9,MEX,292825.3111943519,4262.097382943961
9,10,MEX,271012.27584200527,24389.252709401422
10,11,MEX,248195.05972566037,91122.89822788292
11,12,MEX,236685.94251425107,196491.6705786956
12,13,MEX,225845.26075096524,357577.8885066593
13,14,MEX,217245.03595943915,528593.6756255535
14,15,MEX,205095.1373335241,729687.9454485897
15,16,MEX,197088.68143929658,939156.544035476
16,17,MEX,184502.80673684075,1186732.0168422423
17,18,MEX,173867.41715647292,1460559.5914318524
18,19,MEX,161947.98127009987,1764224.8551312187
19,20,MEX,152180.1340208531,2090674.801531192
20,21,MEX,141500.09060917058,2456197.532503237
21,22,MEX,129177.00232680609,2874122.43571111
22,23,MEX,115928.17043313933,3315140.951846608
23,24,MEX,105113.24353787971,3812478.54191817
24,25,MEX,96999.61661801177,4355688.225190729
25,26,MEX,82625.49453129769,4964651.664578619
26,27,MEX,72719.10029747224,5608723.766470179
27,28,MEX,63078.190088621835,6344599.618386593
28,29,MEX,52749.44404552565,7126546.342223857
29,30,MEX,47957.737607712,7990299.787488967
30,1,USA,1261958.0287509044,1.0990072041749954e-05
31,2,USA,1245088.719896414,1.1544674634933472e-05
32,3,USA,1189410.3481470086,1.2127915397286415e-05
33,4,USA,1149654.4759011543,1.2739095836877823e-05
34,5,USA,1132635.8183859983,1.3380078598856926e-05
35,6,USA,1075354.1711274434,50.51817832887173
36,7,USA,987912.9022737871,7860.698933802778
37,8,USA,939260.7037638501,27526.93831478781
38,9,USA,868744.9881039498,96514.03356946004
39,10,USA,843795.3254643923,182872.05323899002
40,11,USA,822325.798221619,288410.8951305724
41,12,USA,795399.9087551789,408254.4895922905
42,13,USA,768790.1572633327,553095.8336329737
43,14,USA,739341.0726777947,726885.0875661015
44,15,USA,726337.5362751266,920319.0188303706
45,16,USA,718309.7772313828,1107152.9104097104
46,17,USA,712262.8034604859,1314739.7471972988
47,18,USA,694977.8996302012,1581939.0610175987
48,19,USA,680343.8285961885,1858512.7986207139
49,20,USA,655980.5328795039,2190295.5489816004
50,21,USA,644005.1150370471,2515017.1605626647
51,22,USA,629928.1278239655,2868296.1415919233
52,23,USA,608503.6467832623,3249813.4072559737
53,24,USA,580790.329179027,3680536.3637000825
54,25,USA,543351.9691889908,4136660.5393740493
55,26,USA,517485.361796822,4632075.711956746
56,27,USA,487576.331791447,5147091.158718979
57,28,USA,451975.6932850963,5713837.468711708
58,29,USA,413605.80551998963,6356324.877569729
59,30,USA,370585.85511510854,7045499.383072241
