,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh
12,13,scenario_0,-0.0,15.05554435,3655.00306425,0.0,0.0,0.0,0.0,3.3200000000001046,2.9808720429538343e-15,199.40324094844436,6.418329819383082e-13,89.13042830381212,4.107338874282136,11749.331081910072
13,14,scenario_0,-0.0,15.32121299,3714.2141284,0.0,0.0,0.0,0.0,3.3200000000001046,2.838925755194128e-15,199.40324094844436,9.264736962901613e-13,89.13042830381305,3.9117513088401763,11749.331081910193
14,15,scenario_0,-0.0,15.64061764,3720.290756115,0.0,0.0,0.0,1.1848303925460972e-13,0.9590000000002235,6.24677111567509e-15,57.598707249878515,1.1285650472774658e-12,86.76942830381418,3.7254774369906993,11438.099875999003
15,16,scenario_0,-0.0,16.07052847,3868.325274188,0.0,0.0,0.0,1.3393064851988834e-13,0.5050000000003574,9.92904415971905e-15,30.330914662359184,2.103742123092175e-12,86.31542830381628,3.548073749515054,11378.252791084518
16,17,scenario_0,-0.0,16.29450213,4002.8116812400003,0.0,0.0,0.0,1.6428237698860751e-13,0.3450000000005216,1.4312750511844407e-14,20.72111991786601,2.625618262880151e-12,86.15542830381891,3.3791178566811317,11357.161307414466
17,18,scenario_0,-0.0,16.39931843,3980.1757847400004,0.0,0.0,0.0,0.0,0.18200000000052166,1.3631190963661341e-14,10.931141521903541,4.653178600574807e-12,85.99242830382357,3.2182074825536806,11335.674358425858
18,19,scenario_0,-0.0,16.59970486,4029.87568621,0.0,0.0,0.0,0.0,0.18200000000052166,1.2982086632058419e-14,10.931141521903541,1.0452375629518683e-11,85.99242830383403,3.0649595071944766,11335.674358427239
19,20,scenario_0,-0.0,16.88661096,4093.70257159,0.0,0.0,0.0,2.555894905158306e-13,7.772491820097206e-13,1.984125577058387e-14,4.6682531902789374e-11,2.3043211082137054,88.11474941204773,3.0273073414281577,11615.442489659956
20,21,scenario_0,-0.0,17.40494643,4189.53205402,0.0,0.0,0.0,0.0,7.772491820097206e-13,1.889643406722273e-14,4.6682531902789374e-11,75.9848474713929,93.14340380528509,4.123729291891658,12278.328627279023
21,22,scenario_0,-0.0,17.39075922,4190.778257870001,0.0,0.0,0.0,0.0,7.772491820097206e-13,1.7996603873545456e-14,4.6682531902789374e-11,4.782209253312508e-11,93.14340380533277,3.9273612303752246,12278.328627285307
22,23,scenario_0,-0.0,17.89174996,4395.18220126,0.0,0.0,0.0,1.6742451185742653e-13,9.446736938671472e-13,2.2010227920345612e-14,5.6738251866217406e-11,21.967285177281646,112.51679985795846,4.681218398209824,14832.164042811224
23,24,scenario_0,-0.0,17.97116191,4361.66806447,0.0,0.0,0.0,3.5698847146185156e-13,1.3016621653289987e-12,3.133472317677366e-14,7.817941397185662e-11,0.30418564630195094,112.82098550426038,4.472304998587115,14872.262334009643
24,25,scenario_0,-0.0,18.18863265,4409.34255189,0.0,0.0,0.0,2.747294460770399e-13,1.5763916114060385e-12,3.7817171220313296e-14,9.467999889105267e-11,5.179700051675637e-13,109.04439719423327,4.162526704486487,14374.42576731739
25,26,scenario_0,-0.0,18.50424286,4401.435114280001,0.0,0.0,0.0,4.5470203642498417e-13,2.0310936478310226e-12,4.9204361583026924e-14,1.2198995664075045e-10,1.399360176458961e-12,109.04439719423458,3.9643111471300494,14374.425767317562
26,27,scenario_0,-0.0,18.96431537,4564.88662322,0.0,0.0,0.0,3.2603431324433107e-13,2.3571279610753536e-12,5.6311282481434015e-14,1.4157197432789437e-10,2.4925167245439077e-13,108.44338282763515,3.7615176488341344,14295.198987950014
27,28,scenario_0,-0.0,18.90194894,4554.94068161,0.0,0.0,0.0,5.939099767638075e-13,2.951037937839161e-12,7.083490156567931e-14,1.772429304117241e-10,9.387734310626357e-13,107.47117029700364,3.5606292356976073,14167.040208487688
28,29,scenario_0,-0.0,19.19508492,4658.71874646,0.0,0.0,0.0,1.3306390766005813e-12,4.281677014439742e-12,1.0599273631030357e-13,2.5716273294389065e-10,53.095635911208724,159.8532853729973,5.789371694220703,21072.143488152273
29,30,scenario_0,-0.0,19.35168222,4697.96748421,0.0,0.0,0.0,1.1479559483765158e-12,5.379109302403454e-12,1.3357040483865487e-13,3.2307585190215073e-10,3.114155753661611e-13,153.65627531447268,5.384183723048826,20255.242635310544
