,year,scenario,Fossil_Gen_GWh_loc0,Discounted_Fossil_Gen_GWh_loc0,Annual_Emissions_loc0,Fossil_Gen_GWh_loc1,Discounted_Fossil_Gen_GWh_loc1,Annual_Emissions_loc1,Total_Annual_Demand_loc0,Discounted_Annual_Demand_loc0,Total_Annual_Demand_loc1,Discounted_Annual_Demand_loc1,RE_PV_MY_new_annual_installed_GWp_loc0,RE_PV_MY_total_capacity_GWp_loc0,RE_PV_MY_annual_generation_GWh_loc0,RE_PV_MY_discounted_annual_gen_GWh_loc0,RE_PV_MY_annual_CAPEX_BUSD_loc0,RE_WIND_MY_new_annual_installed_GWp_loc0,RE_WIND_MY_total_capacity_GWp_loc0,RE_WIND_MY_annual_generation_GWh_loc0,RE_WIND_MY_discounted_annual_gen_GWh_loc0,RE_WIND_MY_annual_CAPEX_BUSD_loc0,PP_CO2_MY_annual_OPEX_BUSD_loc0,RE_PV_MY_new_annual_installed_GWp_loc1,RE_PV_MY_total_capacity_GWp_loc1,RE_PV_MY_annual_generation_GWh_loc1,RE_PV_MY_discounted_annual_gen_GWh_loc1,RE_PV_MY_annual_CAPEX_BUSD_loc1,RE_WIND_MY_new_annual_installed_GWp_loc1,RE_WIND_MY_total_capacity_GWp_loc1,RE_WIND_MY_annual_generation_GWh_loc1,RE_WIND_MY_discounted_annual_gen_GWh_loc1,RE_WIND_MY_annual_CAPEX_BUSD_loc1,PP_CO2_MY_annual_OPEX_BUSD_loc1,EL_Transport_MY_annual_OPEX_BUSD_target_loc1,EL_Transport_MY_annual_CAPEX_BUSD_target_loc1,System_LCOE_USD_per_kWh,System_LCUE_USD_per_kWh,HVDC_MEX-USA_annual_forward_GWh,HVDC_USA-MEX_annual_reverse_GWh,HVDC_MEX-USA_annual_total_GWh
0,1,MEX-WECC_highIR,353009.2949113985,353009.2949113985,143.31047743659056,1261958.0287400656,1261958.0287400656,474.56057866573065,374452.1939849834,374452.1939849834,1441501.1822344584,1441501.1822344584,1.0820000000000747,8.615000000000075,15080.45328305647,15080.45328305647,0.0,0.9090000000001458,8.126000000000145,6362.445790725628,6362.445790725628,0.0,8.772633987843161,10.925600000000074,59.33200000000007,104690.92118557205,104690.92118557205,0.0,1.5566000000002496,49.96300000000025,74852.23230894662,74852.23230894662,0.0,48.44025893318744,0.0,0.0,0.031505705856903425,0.03150570585690904,0.0,0.0,0.0
1,2,MEX-WECC_highIR,354785.0218586687,337890.4970082559,144.0313657539199,1245088.7198850685,1185798.7808429224,468.2168582014997,379910.9161654542,361819.9201575754,1452222.6914922919,1383069.2299926588,1.580902262448178,10.195902262448254,17847.803569060863,16997.908161010346,0.0,1.1694450665252578,9.295445066525403,7278.0907379319215,6931.514988506591,0.0,8.39691674115216,14.192908043854562,73.52490804385464,129734.21346314988,123556.39377442845,0.0,1.7004440533149432,51.66344405331519,77399.75814420664,73714.0553754349,0.0,45.516886202655556,0.0,0.0,0.0308981249262486,0.030898124926254347,0.0,0.0,0.0
2,3,MEX-WECC_highIR,365032.3356268023,331095.0890039023,148.19144722974175,1189410.3481351444,1078830.2477416275,447.2789508265694,395379.57904738747,358620.9333763151,1431859.7659386252,1298739.0167243765,2.3098446981641128,12.505746960612367,21891.158770660317,19855.92632259439,0.0,1.5045123912211513,10.799957457746554,8456.084650142036,7669.918050015452,0.0,8.22804405683598,18.43730676038936,91.96221480424398,162266.71917551648,147180.69766486753,0.0,1.8575806105959651,53.521024663911156,80182.6986281032,72728.07131800744,0.0,41.41089905956239,0.0,0.0,0.029950610978244595,0.029950610978250435,0.0,0.0,0.0
3,4,MEX-WECC_highIR,358429.6503395086,309625.0083917578,145.51096828902962,1149654.4758887666,993114.7615927148,432.32871531244655,396200.1210200833,342252.56107986893,1430880.0834424584,1236048.0150674514,3.3748971434669466,15.880644104079312,27798.87539366363,24013.713761938132,0.0,1.9355826110444154,12.735540068790971,9971.595287139458,8613.838926370334,0.0,7.69449108354357,23.950995773828627,113.91321057807261,200999.10588930862,173630.58493839423,0.0,2.029238020583658,53.55026268449481,80226.50166452979,69302.66853646887,0.0,38.12071012373636,0.0,0.0,0.029028185061622948,0.0290281850616289,0.0,0.0,0.0
4,5,MEX-WECC_highIR,358943.1552294551,295303.4221168793,145.7194348421913,1132635.818373081,931822.2908134622,425.9288321350156,406474.23776424583,334407.3613477888,1455002.1798421668,1197033.8941837335,4.931037458074171,20.487681562153483,35863.4387320012,29504.93979936442,0.0,2.4901623051017987,14.901702373892771,11667.64380302959,9598.999431742608,0.0,7.338585343026562,31.113557202963275,139.7917677810359,246661.6487419302,202929.14885623186,0.0,2.216758142658026,50.53202082715284,75704.71272730932,62282.45451416585,0.0,35.76799863287475,0.0,0.0,0.028147722820051006,0.02814772282005696,0.0,0.0,0.0
5,6,MEX-WECC_highIR,358310.52062839246,280745.668633282,145.46260543846725,1075354.171113982,842568.1312888055,404.38801140158415,420723.56842009997,329647.9247071313,1462507.7210146668,1145913.0680771442,7.204702655901436,27.598384218054917,48310.637711922995,37852.648766069586,0.0,3.2036391887215423,18.011341562614312,14102.410080036294,11049.607307976989,0.0,6.976810611205692,40.41808745504702,177.11185523608293,312512.69597436767,244861.87464951928,0.0,2.421606836258298,49.85562766341114,74691.3720907467,58522.64444253201,0.0,32.3419777195208,0.0,0.0,0.026645956225909373,0.026646671010552278,0.0,0.0,0.0
6,7,MEX-WECC_highIR,345336.4109076812,257695.34683854468,140.19553206336965,987912.9022597136,737195.8182021739,371.50563480766755,429195.7010480417,320272.4402922998,1449077.4755909585,1081323.9232053098,10.526738196838945,38.043122414893865,66594.02557392925,49693.48720727932,0.0,4.1215402026145425,22.050881765228855,17265.26456669534,12883.60624667287,0.0,6.403987064284678,52.50514375026971,225.0847989863526,397160.63761124754,296367.3827235329,0.0,2.6453854196206557,47.9688130830318,71864.63463914329,53626.49684139462,0.0,28.29726148169044,0.0,0.0,0.024655191502214117,0.024758375128328663,0.0,0.0,0.0
7,8,MEX-WECC_highIR,324620.76318346267,230701.91576707838,131.78564198806404,939260.7037490336,667515.0462793171,353.20992690552794,436285.8940402417,310060.23949352815,1458769.6969363752,1036720.3885722571,15.380539955249992,52.20966237014386,91392.38239084143,64950.85988128387,0.0,5.302436585733864,26.139318350962718,20466.40364441508,14545.090964992873,0.0,5.733173308727668,58.169205434999824,274.37840442135246,484138.87804723915,344068.46181831654,0.0,2.8898431874079433,41.98305627043974,62897.053439435535,44699.76159960337,0.0,25.622565051431586,0.0,0.0,0.022946338245705796,0.02328199389472332,0.0,0.0,0.0
8,9,MEX-WECC_highIR,292825.3111795637,198195.69680462763,118.87770592894512,868744.9880882759,588000.803503288,326.6924215155838,444323.0794083416,300735.3496013636,1436060.3356950835,971982.1614465624,22.472394096974615,74.37505646711847,130192.63661950752,88119.50111038015,0.0,6.821681304453448,32.653999655416165,25567.22897587435,17304.906948872154,0.0,4.9253612612918,63.98612597849966,338.1073303998521,596588.1460115123,403794.3401403091,0.0,3.1568910850826537,44.88274735552239,67241.23514839592,45511.51469986122,0.0,22.570410842473677,0.0,0.0,0.02050505132584485,0.02160398663889373,0.0,0.0,0.0
9,10,MEX-WECC_highIR,271012.2758262343,174696.92940206762,110.02231159262486,843795.3254479372,543917.9902466383,317.31007593002283,465597.93798560835,300128.5821981441,1448915.2188255417,933983.6688986048,32.83425015760634,106.7623066247248,186886.1262269877,120468.46328332098,0.0,8.776217323321188,40.98321697873735,32088.788623770357,20684.719257510587,0.0,4.341393392570788,70.38473857634945,406.8990689762016,717970.71328575,462810.3233672461,0.0,3.4486166469168684,46.738364002439255,70021.23331366558,45136.31131855548,0.0,20.878292055617237,0.0,0.0,0.018439287644004296,0.020435487473506098,0.0,0.0,0.0
10,11,MEX-WECC_highIR,598650.6332724724,367519.55800653936,243.03300028835903,495718.3242980926,304328.04930961516,186.41537157062214,467086.6593182209,286750.69070753315,1460492.4587421669,896615.6771181466,47.97388203321907,154.03418865794387,269634.9838711096,165532.490216723,0.0,11.290763533013516,51.571980511750866,40379.51394614417,24789.518783071824,0.0,9.133228536020503,77.4232124339841,483.19708141018566,852598.0510856222,523421.24350448465,0.0,3.767300314410771,49.38046431685003,73979.50456474771,45416.9983426777,0.0,11.68163217274958,1.1270575241096816,0.0,0.015333191993120936,0.018541948486499493,352897.57446942065,1648.398507186562,354545.9729766072
11,12,MEX-WECC_highIR,574818.6530019351,336084.5613907949,233.35797892188964,480276.7412653237,280807.86364776024,180.60854882956613,482305.1721611917,281993.8451819173,1468934.4847764168,858855.5702736274,70.09428710233632,223.3484757602802,390968.80493845005,228591.36292638694,0.0,14.525773059387298,65.31775357113817,51142.09528283712,29901.72391236005,0.0,8.352037435122645,85.16553367738223,567.986215087568,1002207.9161030116,585970.2119039086,0.0,4.115433262681563,53.1194975795316,79581.14950978938,46529.44992006513,0.0,10.77880984611927,1.0468025352806385,0.0,0.013381423312886756,0.01768651457691772,345128.77596759715,635.8333965668354,345764.609364164
12,13,MEX-WECC_highIR,557446.6850296847,310407.1728635687,226.3055158281316,459753.8294469906,256008.1353865082,172.89088731737056,488672.77495816664,272111.286341369,1463103.141095125,814710.5756148867,93.68208704511973,316.9015628053999,554732.3520852441,308895.7307147121,0.0,18.687671773115746,83.87642534425392,65673.05062424947,36569.211953451224,0.0,7.713928652832564,93.68208704512006,659.7015021326879,1164038.9328823676,648180.4340443788,0.0,4.4957368741745265,55.64843445370612,83369.8845817501,46423.47128426283,0.0,9.82687227681113,0.9834563339411575,0.0,0.011530930567570485,0.01704442826558677,341045.596326443,37.46648133856484,341083.06280778156
13,14,MEX-WECC_highIR,538380.3448638117,285514.59164905606,218.56519184367238,440058.6530895373,233372.49926959252,165.48449655297375,508269.34102831664,269546.0834257307,1442796.969841625,765146.0377533488,103.05029574963113,419.9518585550311,735120.6481801311,389850.1750301315,0.0,24.04203031893132,107.91845566318523,84497.3325099472,44810.739502599754,0.0,7.095323117070706,103.05029574963154,760.8339978823195,1342486.552073106,711949.2815185541,0.0,4.911184011921716,58.64181846562784,87854.43265633027,46591.08138648114,0.0,8.958003384463314,0.9173496089564963,0.0,0.00991226646016068,0.016401667474911903,333810.58574191446,253.08710690955627,334063.672848824
14,15,MEX-WECC_highIR,527858.5194855292,266604.42190780124,214.29366743850156,425537.8319538738,214925.521707094,160.02392724408597,509270.1742509625,257216.04443060467,1439885.2529447917,727239.8972532604,113.3553253245936,530.9461838796246,929414.8719458759,469417.66685729555,0.0,27.841770540118905,133.39922620330412,104448.11041634913,52753.39332223535,0.0,6.625386488830776,113.35532532459412,872.8019232069136,1540053.2150116398,777831.5248100961,0.0,5.365022258644557,62.619440724272394,93813.52048815177,47382.20275625395,0.0,8.249916150726786,0.8825916455974498,0.0,0.008615980840960578,0.016006703416510323,337245.5836793375,230.87466224098495,337476.4583415785
15,16,MEX-WECC_highIR,516840.4445731721,248609.09082463404,209.82068160248085,420316.7547068405,202179.54562809848,158.06053592426187,533221.0742550668,256488.45377912186,1451699.4268292082,698292.2455937101,124.6908578570521,655.1830417366767,1146889.9887127923,551673.6942002127,0.0,31.043574152232562,163.9888003555367,128398.94813539396,61762.08943002017,0.0,6.178184516082962,124.6908578570527,990.7127810639663,1748106.1430578183,840868.9440886698,0.0,5.86079930336162,61.70024002763402,92436.41694986702,44463.49703915199,0.0,7.760661858934548,0.8437131075820983,0.0,0.007582522868001288,0.015482675228259064,338592.88742323034,148.11297560255986,338741.0003988329
16,17,MEX-WECC_highIR,507294.2454430262,232397.3388773836,205.94523023401493,411436.9517968525,188484.0081911584,154.7212771601578,539175.450283375,247002.48614971535,1470013.177504125,673429.9740938288,137.15994364275582,791.8689853794326,1386157.0795491305,635014.5294314064,0.0,34.6135851797393,198.27938553527602,155247.58083762717,71120.7055430083,0.0,5.775306268441871,137.15994364275684,1121.8463247067232,1979490.4126305385,906827.3656975605,0.0,6.402390673950732,62.07623070158475,92999.70861114751,42604.238056609494,0.0,7.234958654417593,0.8223395169455112,0.0,0.006661666076919121,0.01502837528800853,346622.88147520187,44.85847221320216,346667.7399474151
17,18,MEX-WECC_highIR,499166.6803672073,217784.76920992,202.6456988953156,391814.8780400826,170947.53344553997,147.34237670185124,548748.3695133375,239417.0959505278,1456749.3513940417,635574.9166924849,150.87593800702928,942.5799233864618,1649974.753357674,719878.5195314941,0.0,38.59414747540931,236.87353301068532,185465.7904304844,80918.11002994975,0.0,5.412169299635752,150.8759380070314,1271.0434627137547,2242747.774866887,978503.425321043,0.0,6.994030032453079,67.39146073403784,100962.73791612653,44049.70812492909,0.0,6.561821071307056,0.7927633177265734,0.0,0.00577137434765273,0.014590708834136615,350909.49067327625,1.340977616147055e-06,350909.49067461723
18,19,MEX-WECC_highIR,495805.17161662376,206017.2895968243,201.2810339108577,369205.2369914867,153412.40185520682,138.83999857588577,557374.1283655042,231600.46282462685,1464750.86388925,608634.2381809726,165.96353180773045,1108.5434551941923,1940491.9081014367,806314.4684193607,0.0,43.03247443508136,279.9060074457667,219159.09412652015,91065.13031161601,0.0,5.119735663770684,165.96353180773318,1435.4503945214879,2532842.7175663593,1052448.464679509,0.0,7.640342269940029,73.47520300397785,110077.1163501138,45739.315471723414,0.0,5.88873504521212,0.7745784840111885,0.0,0.005003424140702496,0.014023521260062155,360003.1459512875,1.4265296466073493e-06,360003.145952714
19,20,MEX-WECC_highIR,489823.3484823109,193839.7319340506,198.8526051366668,341313.5517546856,135069.36241928904,128.35130245090136,578293.2385530584,228850.27160857557,1443234.6822733334,571136.9717196944,182.55988498850107,1291.1033401826935,2260060.7783195716,894382.7949025349,0.0,47.9812089951157,327.8872164408824,256727.12774760005,101595.64213707688,0.0,4.817111178293091,182.55988498850482,1618.0102795099926,2854968.425969559,1129807.9523665316,0.0,8.346379659647827,81.82158266362568,122581.2724100506,48509.57198696528,0.0,5.184637476464411,0.7542026596371226,0.0,0.004296871840244519,0.013445153537255823,368059.6641227501,1.5035340068082556e-06,368059.6641242537
20,21,MEX-WECC_highIR,482213.3497732663,181741.1400305036,195.76318918075316,326477.00222652755,123045.74853908336,122.7720031642879,592898.8277211043,223457.33257581515,1452925.4120857916,547592.307214055,200.81587348734757,1490.837213670041,2609692.507648628,983565.6596652351,0.0,53.499048029554,380.47726447043624,297903.761973503,112276.79479611493,0.0,4.51644907089804,200.81587348735275,1807.9005529973451,3190028.556347283,1202288.2129518315,0.0,9.117661350992048,89.38264401461748,133908.9012703399,50468.85655187007,0.0,4.723111057672713,0.7374169795793496,0.0,0.0037600920322116323,0.012939474442746736,377519.9985847533,341.4614262591245,377861.46001101244
21,22,MEX-WECC_highIR,478017.5171382382,171580.73794139636,194.0598153975755,304825.8097863737,109414.89696831425,114.63005059597558,592351.6925559416,212620.11722510034,1462672.6639306669,525015.1846869552,220.89746083607758,1710.1537722436701,2993603.4903265513,1074531.115615222,0.0,59.65143855295266,438.95925795686367,343693.6356248637,123366.20628323457,0.0,4.263952918581622,220.89746083608495,2014.6051057895756,3554757.371237566,1275953.016556869,0.0,9.96021651318954,97.64241647449208,146283.30646989896,52507.27593180272,0.0,4.19989082012874,0.7315291693839727,0.0,0.0032754598696824178,0.012466015230370104,393586.69791899796,1.67798611461343e-06,393586.697920676
22,23,MEX-WECC_highIR,469509.8694892037,160501.88835878082,190.60598269679386,278982.7766464975,95370.22623199291,104.91175214069219,610285.8149053374,208626.1271513834,1469465.6426253335,502336.6404976899,242.98720691968035,1950.8311344651866,3414906.3013852634,1167385.2789014443,0.0,66.51135398654216,503.96609955218463,394592.2949500557,134891.3251604507,0.0,3.988632427604078,242.98720691968882,2239.155005948875,3950974.183409839,1350640.0152652236,0.0,10.880631465745251,106.66546732964136,159801.2197005911,54628.026354131965,0.0,3.6607861339150523,0.7217595693595522,0.0,0.0028248399763083805,0.01177442548582325,407746.8491469796,1.7730290372785038e-06,407746.84914875263
