,year,scenario,Annual_Emissions,Peak_Annual_Demand,Total_Annual_Demand,Discounted_Annual_Demand,Peak_Annual_Fossil_Gen_GWp,Total_Annual_Fossil_Gen_GWh,Discounted_Annual_Fossil_Gen_GWh,Annual_NPV_OPEX_PP_BUSD,RE_PV_MY_new_annual_installed_GWp,RE_PV_MY_total_capacity_GWp,RE_PV_MY_annual_payments_BUSD,RE_PV_MY_annual_generation_GWh,RE_PV_MY_discounted_annual_gen_GWh,RE_WIND_MY_new_annual_installed_GWp,RE_WIND_MY_total_capacity_GWp,RE_WIND_MY_annual_payments_BUSD,RE_WIND_MY_annual_generation_GWh,RE_WIND_MY_discounted_annual_gen_GWh
0,1,fast_slow_2055,137.00334969705247,55.55417025,25001.437517550003,25001.437517550003,53.49149299584777,337696.20334496547,337696.20334496547,18.16805573995914,13.089999999999383,20.488999999999383,0.6212170868481967,35719.764849690255,35719.764849690255,2.6196548214084794e-15,7.399000000000003,2.260183354172556e-16,6814.227384808984,6814.227384808984
1,2,fast_slow_2055,137.65612366000116,57.62769172,25694.90218607,24471.335415304762,55.025380382882275,339305.20990880235,323147.81896076415,17.38535266008912,1.3259846509475908e-12,20.489000000000708,0.5916353208078619,35719.76484969257,34018.82366637387,14.645193023645247,22.04419302364525,1.127928978335785,15751.662654669863,15001.583480637964
2,3,fast_slow_2055,131.53483948000112,59.3568174,26353.436637450002,23903.343888843538,54.76010269277519,324217.0063593813,294074.38218537986,15.821201761573452,0.0,20.489000000000708,0.5634622102932018,35719.76484969257,32398.87968226083,23.86236701804665,45.906560041691904,2.720075015553573,40855.07765217566,37056.75977521602
3,4,fast_slow_2055,125.63614744000121,60.76753263,26751.403668630002,23108.86830245546,56.2415875251039,309677.4647276344,267511.03744963557,14.392093814790384,0.0,20.489000000000708,0.536630676469716,35719.76484969257,30856.075887867457,15.4211108048893,61.3276708465812,3.546640439860587,61447.03454979409,53080.25876237476
4,5,fast_slow_2055,119.96004756000119,61.5825745,27517.8185866,22638.977452069863,56.40201372437413,295686.58506285725,243262.08529397295,13.087500188815746,2.135297382832373e-13,20.165000000000923,0.5110768347330692,35154.91523227384,28922.03576269051,60.325002408637694,121.3286732552189,6.753368060277836,87658.6573760985,72116.99436024988
5,6,fast_slow_2055,112.28882024255985,61.91947683,27820.30696988,21797.93847008582,56.069414014898356,276777.96461069724,216862.77757436238,11.667217433500692,0.0,20.07100000000092,0.486739842602923,34991.03910870163,27416.39473358891,1.4561629088098091e-13,121.23467325521904,6.431779105026518,111653.01128315754,87483.05590535201
6,7,fast_slow_2055,109.27562426000117,63.4171228,28540.05786172,21297.030597315686,57.512089024054625,269350.81158491806,200993.72270123713,10.813462281326547,1.7343503905963443e-13,19.989000000001095,0.4635617548599311,34848.08334133043,26004.17633257713,60.86184366219631,182.01451691741534,8.935842207207752,130058.34532752298,97051.53974448102
7,8,fast_slow_2055,104.26730083000103,66.22752027,29403.91408336,20896.81277179409,57.97726343219603,257005.91774710667,182649.30747582632,9.826532742199444,0.0,18.775000000001096,0.44148738558088674,32731.640639025525,23261.765906683795,2.8237819795247123,183.62429889694005,8.629548855378975,163418.58295301517,116138.5359010284
8,9,fast_slow_2055,99.48156956000089,67.72740356,29978.06446787,20290.33402928798,57.066990685951914,245209.68587626537,165967.5673517462,8.929055123523945,0.0,18.468000000001098,0.4204641767437017,32196.42819289076,21791.809917678613,5.96984214607451,189.28714104301457,8.450060116943622,189655.55572130874,128366.3453396067
9,10,fast_slow_2055,94.91843044000106,69.38349713,30544.3689975,19689.172596034958,60.79534268804461,233962.11594774685,150814.06599709968,8.113796750643976,2.6944802955746447e-13,18.021000000001365,0.4004420730892452,31417.144924414868,20251.771740384534,93.60406031934065,282.44420136235516,11.393296472533972,204062.88811060975,131540.75714525377
10,11,fast_slow_2055,84.36837838011968,70.15161805,31346.84632171,19244.244413603163,57.82654132335391,207957.55085067663,127667.89664110675,6.8685328392915554,0.0,17.319000000001367,0.3813734029421383,30193.304086673485,18536.069546995215,1.501670989753942e-13,281.7422013623554,10.850758545270457,259474.98634676693,159295.13308058772
11,12,fast_slow_2055,86.45992866000107,70.65242269,31796.21122315,18590.58617359354,60.78207821886111,213112.96194232473,124602.73508354339,6.703627147494627,1.724704143649692e-13,16.539000000001536,0.36321276470680147,28833.48093362779,16858.33913416084,78.6884371296739,359.65063849202926,12.751198160168594,256988.11133555765,150255.62623934005
12,13,fast_slow_2055,79.40259862075312,73.23537375,32654.019429059997,18182.979871997628,61.89377356356495,195717.5218653023,108982.83956758493,5.863276768736068,0.0,16.41000000000154,0.3459169187683823,28608.58710447019,15930.331780960996,0.0,359.52163849202924,12.143998247779614,319960.4685014412,178165.96119922478
13,14,fast_slow_2055,72.86754702692588,75.40985705,33480.7184167,17755.53981131913,58.202511342169416,179609.43314499845,95250.7171740913,5.124488583966111,4.160185081871361e-14,16.410000000001578,0.32944468454131715,28608.587104470254,15171.744553296221,0.5634959072294387,360.0851343992587,11.58077984359931,360785.97782801586,191332.50705563664
14,15,fast_slow_2055,75.44161712000098,77.05336202,34105.997462119994,17225.846323063295,63.80178162892374,185954.19551392848,93919.5048791483,5.052869362498191,2.2073967366573368e-13,14.0490000000018,0.31375684242030527,24492.507021981444,12370.380385320532,116.00000000000077,473.7241343992595,13.93480549185613,342260.57595422777,172864.84848826902
