CHL_2050_highIR_MEX_FF_cost,USA_2040_lowIR_MEX_FF_cost,USA_2050_highIR_MEX_FF_cost,CHL_2040_lowIR_MEX_FF_cost,CHL_2035_highIR_MEX_FF_cost,CHL_2050_lowIR_MEX_FF_cost,USA_2050_lowIR_MEX_FF_cost
28.745785009340764,475.7524732893481,482.4435820000256,28.542774,27.79237200055476,28.685642560242833,481.80126110771675
29.047839253785522,471.9033794407767,486.31390431010595,28.739112399332505,27.862541000506,28.929607615197067,484.814793878214
29.15663103893552,455.2813491101114,478.4465935553983,28.744785064480325,27.705855000504833,28.990915703356826,475.98673197407845
28.96350939535911,447.160999848898,480.2594693260307,28.464441557051767,27.123258630464104,28.77548400544957,476.7265721972852
29.503497722021642,451.02702488586965,495.3994770576335,28.955638258195215,27.091278335068125,29.34231522915134,490.6738525159245
30.76853059087346,444.3923097043475,501.5629978752215,30.247227265835747,27.51552308866003,30.721905241922475,495.51924464006464
29.71479222159922,429.7754540465582,501.4756982075397,29.354521715425903,25.224692119630323,29.931426956238056,493.98549657713136
29.248517110018252,427.0397724890861,515.2339546478381,29.276946383708417,24.979186046787156,29.97239837884914,506.17036476560827
27.761300229162234,399.40488516822916,506.00134644150813,28.55124030863826,24.126666453821663,29.383900204595175,495.24516516063454
27.239345538876982,385.5065470046947,511.48009856040943,29.37522710537159,24.34912651981111,30.36635674516407,498.9290061447644
26.557096219234552,368.47030264541337,515.5127335621806,28.359366510245827,22.859325740495315,29.533091127557658,501.09419742593474
27.203478758564756,350.8903602480731,516.9388057780209,28.897636629666405,22.496763000524023,30.281200714391485,500.6280175804378
26.934238917304143,333.95343901475826,514.2876454040514,26.99843422521823,20.83873500054363,28.590378894202505,496.13217234295814
27.298530291429916,317.0912303449928,505.27440226356833,25.724100170503043,19.588179000583388,27.537376435466054,485.42776232686634
27.197911861006105,308.99960887331724,501.0361197750822,23.976573875147338,18.289922000565333,27.613692752192073,479.8031817252344
28.21544182853954,306.3817370932909,507.502752532004,23.33600207103045,17.40292200056335,28.767480820266563,485.4007635756844
29.357682460710883,303.8784806196521,513.6065370684097,22.96712003535636,16.638529000562063,30.305511451578028,491.446758326129
29.27288974087184,295.5768156833167,500.0560289677399,21.5582348897868,15.645984000560128,29.729685494572298,479.05249401594835
29.85975406357889,289.19484314210695,491.1758103406296,20.56547407273265,14.935364000553726,30.07264229901984,473.0897232027718
30.178283157068982,279.3450352788063,465.15900058704966,19.405028552268732,14.276228000525576,29.50013895927764,452.48989696601774
30.75642224101335,278.35053714661296,445.76043421249403,18.525167833572002,13.7632830005839,29.228886806188626,442.64094688350445
30.18859603745708,276.6543256592857,420.2783806752863,17.114050185627644,13.101040434553731,27.987944139449105,431.13679014239943
31.24801480109554,272.4824584769277,413.400691738987,16.358022000000002,13.007245000581685,28.37354795642434,416.483583757293
29.84176228951091,267.0483381235954,396.61906094877145,15.300253999999995,12.605775670839305,26.859846715637246,392.87649618368926
28.864178315823537,260.1766884400664,377.9840899164268,14.543230000000005,12.388413600324895,25.978763668146062,369.0887433742022
27.562631548519786,257.0984977520835,362.1080721852654,13.883264021974883,12.156108403541072,24.973672019876698,353.17837077607095
26.973406088771284,254.66716932332338,352.0366028300632,13.481839,12.176649000571599,24.6734352665762,344.4771481247702
25.185228068006147,252.36962500001954,341.64673629347004,12.971713050964087,11.947334057548499,23.465791380422793,336.4181784554891
23.70383600000569,249.73601522165524,327.4963726490218,12.778801999999994,11.989359000535373,22.796541923236106,324.8548847876181
21.685514000005554,247.8561619999946,316.91714300001894,12.540492999999996,11.92710500068442,21.68551400005051,316.91714300037245
